,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
161,Somebody’s Problem,Morgan Wallen,Top Songs of 2021: Canada,0.658,0.538,5.0,-7.676,1.0,0.0289,0.657,0.0,0.123,0.62,136.967,161773.0,68.0
162,Up,Cardi B,Top Songs of 2021: Canada,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945.0,69.0
163,Good Days,SZA,Top Songs of 2021: Canada,0.436,0.655,1.0,-8.37,0.0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204.0,78.0
164,Starting Over,Chris Stapleton,Top Songs of 2021: Canada,0.638,0.538,10.0,-8.445,1.0,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413.0,70.0
165,Cover Me Up,Morgan Wallen,Top Songs of 2021: Canada,0.549,0.44,7.0,-8.192,1.0,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707.0,74.0
166,Circles,Post Malone,Top Songs of 2021: Canada,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,83.0
167,Wonder,Shawn Mendes,Top Songs of 2021: Canada,0.333,0.637,1.0,-4.904,0.0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693.0,1.0
168,7 Summers,Morgan Wallen,Top Songs of 2021: Canada,0.466,0.786,0.0,-5.13,1.0,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507.0,72.0
169,Tyler Herro,Jack Harlow,Top Songs of 2021: Canada,0.792,0.793,5.0,-6.185,0.0,0.0841,0.0872,0.0,0.22,0.775,123.031,156578.0,71.0
170,Dancing In The Moonlight (feat. NEIMY),Jubël,Top Songs of 2021: Canada,0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,164010.0,71.0
171,traitor,Olivia Rodrigo,Top Songs of 2021: Canada,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,83.0
172,What’s Next,Drake,Top Songs of 2021: Canada,0.781,0.594,0.0,-6.959,0.0,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154.0,71.0
173,Whiskey Glasses,Morgan Wallen,Top Songs of 2021: Canada,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347.0,77.0
174,willow,Taylor Swift,Top Songs of 2021: Canada,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,74.0
175,Dior,Pop Smoke,Top Songs of 2021: Canada,0.548,0.805,7.0,-5.732,1.0,0.351,0.212,0.000389,0.408,0.648,142.094,216387.0,79.0
176,One of Them Girls,Lee Brice,Top Songs of 2021: Canada,0.643,0.79,4.0,-6.079,1.0,0.0461,0.29,0.0,0.107,0.808,95.981,188893.0,69.0
177,Before You Go,Lewis Capaldi,Top Songs of 2021: Canada,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,81.0
179,Beautiful Crazy,Luke Combs,Top Songs of 2021: Canada,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,193200.0,77.0
180,Come & Go,"Juice WRLD, Marshmello",Top Songs of 2021: Canada,0.625,0.814,0.0,-5.181,1.0,0.0657,0.0172,0.0,0.158,0.535,144.991,205485.0,75.0
181,Ride It,Regard,Top Songs of 2021: Canada,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,76.0
182,Don't Start Now,Dua Lipa,Top Songs of 2021: Canada,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
183,Still Goin' Down,Morgan Wallen,Top Songs of 2021: Canada,0.58,0.752,7.0,-5.078,1.0,0.0267,0.49,0.0,0.277,0.72,148.108,186293.0,64.0
184,The Box,Roddy Ricch,Top Songs of 2021: Canada,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0,78.0
185,goosebumps,Travis Scott,Top Songs of 2021: Canada,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,243837.0,81.0
186,HEARTBREAK ANNIVERSARY,GIVĒON,Top Songs of 2021: Canada,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371.0,77.0
187,Sand In My Boots,Morgan Wallen,Top Songs of 2021: Canada,0.403,0.537,3.0,-6.628,1.0,0.031,0.59,0.0,0.112,0.414,69.877,202133.0,74.0
188,Back In Blood (feat. Lil Durk),Pooh Shiesty,Top Songs of 2021: Canada,0.759,0.538,8.0,-8.256,0.0,0.384,0.151,0.0,0.126,0.831,146.933,184490.0,68.0
189,Hell of a View,Eric Church,Top Songs of 2021: Canada,0.689,0.592,5.0,-6.758,1.0,0.0235,0.101,0.00867,0.11,0.919,98.997,175027.0,64.0
191,Spicy (feat. Post Malone),Ty Dolla $ign,Top Songs of 2021: Canada,0.782,0.51,4.0,-5.724,0.0,0.0419,0.143,0.0,0.115,0.118,99.993,143375.0,68.0
192,Take You Dancing,Jason Derulo,Top Songs of 2021: Canada,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,73.0
193,Lil Bit,"Nelly, Florida Georgia Line",Top Songs of 2021: Canada,0.707,0.689,4.0,-7.097,0.0,0.0387,0.0255,0.0,0.383,0.41,119.987,195962.0,65.0
194,Element,Pop Smoke,Top Songs of 2021: Canada,0.772,0.878,2.0,-4.22,1.0,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747.0,76.0
195,You're Mines Still,Yung Bleu,Top Songs of 2021: Canada,0.615,0.594,5.0,-5.168,0.0,0.113,0.331,0.0,0.117,0.357,85.81,226220.0,43.0
196,bad guy,Billie Eilish,Top Songs of 2021: Canada,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,80.0
197,I Hope,Gabby Barrett,Top Songs of 2021: Canada,0.466,0.536,6.0,-6.227,1.0,0.0429,0.0951,0.0,0.114,0.377,75.998,210773.0,70.0
