,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
950,Godzilla (feat. Juice WRLD),Eminem,Top Songs of 2020: Australia,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,210800.0,79.0
951,Shotgun,George Ezra,Top Songs of 2020: Australia,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,73.0
952,Body (feat. brando),Loud Luxury,Top Songs of 2020: Australia,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,162947.0,16.0
953,Live In Life,The Rubens,Top Songs of 2020: Australia,0.671,0.727,5.0,-4.405,0.0,0.0372,0.201,0.0,0.158,0.577,104.016,215520.0,39.0
954,Youngblood,5 Seconds of Summer,Top Songs of 2020: Australia,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
956,July,"Noah Cyrus, Leon Bridges",Top Songs of 2020: Australia,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,152280.0,70.0
957,Maniac,Conan Gray,Top Songs of 2020: Australia,0.628,0.639,8.0,-5.46,1.0,0.0435,0.00162,0.0,0.354,0.493,108.045,185773.0,75.0
958,WAP (feat. Megan Thee Stallion),Cardi B,Top Songs of 2020: Australia,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,187541.0,76.0
959,Toosie Slide,Drake,Top Songs of 2020: Australia,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059.0,69.0
961,Purple Hat,Sofi Tukker,Top Songs of 2020: Australia,0.777,0.744,9.0,-7.42,1.0,0.204,0.331,0.0073,0.088,0.654,94.019,178369.0,64.0
962,Be Alright,Dean Lewis,Top Songs of 2020: Australia,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,75.0
963,No Guidance (feat. Drake),Chris Brown,Top Songs of 2020: Australia,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,75.0
965,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2020: Australia,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,73.0
967,What a Man Gotta Do,Jonas Brothers,Top Songs of 2020: Australia,0.852,0.698,9.0,-7.206,1.0,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645.0,68.0
968,Happier,"Marshmello, Bastille",Top Songs of 2020: Australia,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,214290.0,79.0
969,Bruises (Live Orchestral Version),Lewis Capaldi,Top Songs of 2020: Australia,0.399,0.34,1.0,-8.936,0.0,0.0364,0.92,0.0,0.138,0.393,98.346,228987.0,46.0
970,Sunday Best,Surfaces,Top Songs of 2020: Australia,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,158571.0,72.0
971,Life Is Good (feat. Drake),Future,Top Songs of 2020: Australia,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508,142.037,237735.0,73.0
972,The Git Up,Blanco Brown,Top Songs of 2020: Australia,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,200594.0,64.0
973,Bad Child,Tones And I,Top Songs of 2020: Australia,0.756,0.554,6.0,-4.24,0.0,0.0342,0.402,0.0,0.158,0.596,117.992,221467.0,56.0
974,3 Nights,Dominic Fike,Top Songs of 2020: Australia,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,177667.0,71.0
975,Shape of You,Ed Sheeran,Top Songs of 2020: Australia,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
976,Riptide,Vance Joy,Top Songs of 2020: Australia,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,77.0
977,Lonely,"Diplo, Jonas Brothers",Top Songs of 2020: Australia,0.739,0.717,1.0,-5.123,1.0,0.0565,0.0611,0.0,0.206,0.529,98.047,139810.0,58.0
978,Mood (feat. iann dior),24kGoldn,Top Songs of 2020: Australia,0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,140533.0,78.0
979,Yummy,Justin Bieber,Top Songs of 2020: Australia,0.676,0.506,9.0,-6.652,0.0,0.0958,0.345,0.0,0.118,0.497,145.842,208520.0,65.0
980,SICKO MODE,Travis Scott,Top Songs of 2020: Australia,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,312820.0,79.0
981,Higher Love,"Kygo, Whitney Houston",Top Songs of 2020: Australia,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267.0,72.0
982,Falling,Harry Styles,Top Songs of 2020: Australia,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,80.0
983,Pump It Up,Endor,Top Songs of 2020: Australia,0.898,0.893,1.0,-7.255,1.0,0.225,0.207,9.33e-05,0.061,0.653,129.047,150635.0,57.0
984,You Need To Calm Down,Taylor Swift,Top Songs of 2020: Australia,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360.0,73.0
985,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,Top Songs of 2020: Australia,0.817,0.781,7.0,-4.178,0.0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707.0,67.0
986,Truth Hurts,Lizzo,Top Songs of 2020: Australia,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,72.0
987,Another Place,"Bastille, Alessia Cara",Top Songs of 2020: Australia,0.685,0.742,8.0,-5.409,1.0,0.0471,0.22,0.0,0.185,0.618,115.008,213511.0,52.0
988,Be Kind,"Marshmello, Halsey",Top Songs of 2020: Australia,0.63,0.633,4.0,-7.088,1.0,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762.0,72.0
989,hot girl bummer,blackbear,Top Songs of 2020: Australia,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,188344.0,75.0
990,No Judgement,Niall Horan,Top Songs of 2020: Australia,0.723,0.726,1.0,-3.835,0.0,0.0472,0.0564,0.000126,0.057,0.962,100.051,176283.0,58.0
991,If the World Was Ending (feat. Julia Michaels),JP Saxe,Top Songs of 2020: Australia,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,208687.0,74.0
992,when the party's over,Billie Eilish,Top Songs of 2020: Australia,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,80.0
993,The Man,Taylor Swift,Top Songs of 2020: Australia,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,190360.0,75.0
994,Stuck with U,"Ariana Grande, Justin Bieber",Top Songs of 2020: Australia,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,228482.0,78.0
995,Heartless (feat. Morgan Wallen),Diplo,Top Songs of 2020: Australia,0.765,0.556,11.0,-6.417,1.0,0.0512,0.275,0.0,0.0824,0.274,111.033,169227.0,74.0
996,Thunder,Imagine Dragons,Top Songs of 2020: Australia,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,81.0
997,It's You,Ali Gatie,Top Songs of 2020: Australia,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,212607.0,75.0
998,Used To Love,"Martin Garrix, Dean Lewis",Top Songs of 2020: Australia,0.651,0.693,4.0,-4.722,1.0,0.0375,0.458,0.0,0.335,0.392,118.97,236765.0,59.0
999,Heat Waves,Glass Animals,Top Songs of 2021: Australia,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,82.0
1000,drivers license,Olivia Rodrigo,Top Songs of 2021: Australia,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,82.0
1001,Head & Heart (feat. MNEK),Joel Corry,Top Songs of 2021: Australia,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,75.0
1002,Blinding Lights,The Weeknd,Top Songs of 2021: Australia,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
1003,Mood (feat. iann dior),24kGoldn,Top Songs of 2021: Australia,0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,140533.0,78.0
1004,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2021: Australia,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,80.0
1005,WITHOUT YOU,The Kid LAROI,Top Songs of 2021: Australia,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,73.0
1006,SO DONE,The Kid LAROI,Top Songs of 2021: Australia,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,126521.0,69.0
1007,The Business,Tiësto,Top Songs of 2021: Australia,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,78.0
1008,good 4 u,Olivia Rodrigo,Top Songs of 2021: Australia,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,82.0
1009,Fly Away,Tones And I,Top Songs of 2021: Australia,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,178157.0,66.0
1010,Dance Monkey,Tones And I,Top Songs of 2021: Australia,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
1011,positions,Ariana Grande,Top Songs of 2021: Australia,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,172325.0,79.0
1012,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2021: Australia,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,83.0
1013,Watermelon Sugar,Harry Styles,Top Songs of 2021: Australia,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,85.0
1014,Dreams,Fleetwood Mac,Top Songs of 2021: Australia,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,79.0
1015,you broke me first,Tate McRae,Top Songs of 2021: Australia,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,169266.0,79.0
1016,Astronaut in the Ocean,Masked Wolf,Top Songs of 2021: Australia,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,74.0
1017,Holy (feat. Chance the Rapper),Justin Bieber,Top Songs of 2021: Australia,0.673,0.704,6.0,-8.056,1.0,0.36,0.196,0.0,0.0898,0.372,86.919,212093.0,69.0
1018,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2021: Australia,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,78.0
1019,Bad Habits,Ed Sheeran,Top Songs of 2021: Australia,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,83.0
1020,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2021: Australia,0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,171375.0,72.0
1021,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2021: Australia,0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,141050.0,70.0
1022,WAP (feat. Megan Thee Stallion),Cardi B,Top Songs of 2021: Australia,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,187541.0,76.0
1023,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2021: Australia,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,77.0
1024,Riptide,Vance Joy,Top Songs of 2021: Australia,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,77.0
1025,Don't Start Now,Dua Lipa,Top Songs of 2021: Australia,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
1026,Dynamite,BTS,Top Songs of 2021: Australia,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,79.0
1027,Peaches (feat. Daniel Caesar & GIVĒON),Justin Bieber,Top Songs of 2021: Australia,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,80.0
1028,Someone You Loved,Lewis Capaldi,Top Songs of 2021: Australia,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
1029,Roses (Imanbek Remix),SAINt JHN,Top Songs of 2021: Australia,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867.0,63.0
1030,Therefore I Am,Billie Eilish,Top Songs of 2021: Australia,0.889,0.34,11.0,-7.773,0.0,0.0697,0.218,0.13,0.055,0.716,94.009,174321.0,70.0
1031,One Too Many,"Keith Urban, P!nk",Top Songs of 2021: Australia,0.697,0.535,4.0,-6.504,1.0,0.068,0.247,0.0,0.569,0.594,82.959,203893.0,64.0
1032,Take You Dancing,Jason Derulo,Top Songs of 2021: Australia,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,73.0
1033,Breaking Me,"Topic, A7S",Top Songs of 2021: Australia,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,73.0
1034,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2021: Australia,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
1035,ROCKSTAR (feat. Roddy Ricch),DaBaby,Top Songs of 2021: Australia,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.977,181733.0,75.0
1036,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2021: Australia,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
1037,deja vu,Olivia Rodrigo,Top Songs of 2021: Australia,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507.0,81.0
1038,Dancing In The Moonlight (feat. NEIMY),Jubël,Top Songs of 2021: Australia,0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,164010.0,71.0
1039,Youngblood,5 Seconds of Summer,Top Songs of 2021: Australia,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
1040,my ex's best friend,"Machine Gun Kelly, blackbear",Top Songs of 2021: Australia,0.731,0.675,5.0,-5.134,0.0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461.0,73.0
1041,Midnight Sky,Miley Cyrus,Top Songs of 2021: Australia,0.699,0.805,4.0,-5.535,0.0,0.0345,0.00161,0.00177,0.249,0.232,109.976,223280.0,78.0
1042,Ride It,Regard,Top Songs of 2021: Australia,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,76.0
1043,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Top Songs of 2021: Australia,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476.0,76.0
1044,Looking For Me,"Paul Woolford, Diplo, Kareen Lomax",Top Songs of 2021: Australia,0.641,0.529,6.0,-11.536,1.0,0.0288,0.00441,0.000862,0.0809,0.449,121.027,211452.0,57.0
1045,Anyone,Justin Bieber,Top Songs of 2021: Australia,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779.0,0.0
1046,Shape of You,Ed Sheeran,Top Songs of 2021: Australia,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
1047,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],"Riton, Nightcrawlers",Top Songs of 2021: Australia,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,169153.0,77.0
1048,willow,Taylor Swift,Top Songs of 2021: Australia,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214707.0,74.0
1049,Be Like That,"Kane Brown, Swae Lee, Khalid",Top Songs of 2021: Australia,0.727,0.626,7.0,-8.415,1.0,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406.0,69.0
1050,Whoopty,CJ,Top Songs of 2021: Australia,0.719,0.648,3.0,-7.6,0.0,0.125,0.2,0.0,0.127,0.66,140.201,123263.0,69.0
1051,Paradise (feat. Dermot Kennedy),Meduza,Top Songs of 2021: Australia,0.632,0.595,8.0,-7.644,0.0,0.0401,0.0689,0.0,0.209,0.435,124.114,167903.0,74.0
1052,bad guy,Billie Eilish,Top Songs of 2021: Australia,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
1053,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2021: Australia,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
1054,Save Your Tears (Remix),"The Weeknd, Ariana Grande",Top Songs of 2021: Australia,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,79.0
1055,What You Know Bout Love,Pop Smoke,Top Songs of 2021: Australia,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,77.0
1056,Goosebumps (Remix),"Travis Scott, HVME",Top Songs of 2021: Australia,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,162803.0,76.0
1057,Circles,Post Malone,Top Songs of 2021: Australia,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
1058,Memories,Maroon 5,Top Songs of 2021: Australia,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,82.0
1059,Forever After All,Luke Combs,Top Songs of 2021: Australia,0.487,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,232533.0,75.0
1060,Save Your Tears,The Weeknd,Top Songs of 2021: Australia,0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,85.0
1061,Mr. Brightside,The Killers,Top Songs of 2021: Australia,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973.0,82.0
1062,Your Love (9PM),"ATB, Topic, A7S",Top Songs of 2021: Australia,0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053.0,73.0
1063,Hold On,Justin Bieber,Top Songs of 2021: Australia,0.658,0.634,1.0,-6.068,0.0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813.0,72.0
1064,My Head & My Heart,Ava Max,Top Songs of 2021: Australia,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,174760.0,74.0
1065,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2021: Australia,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,182200.0,72.0
1066,Be Alright,Dean Lewis,Top Songs of 2021: Australia,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,75.0
1067,The Nosebleed Section,Hilltop Hoods,Top Songs of 2021: Australia,0.845,0.828,1.0,-5.447,1.0,0.164,0.513,1.35e-06,0.0906,0.909,97.45,219640.0,41.0
1068,Intentions (feat. Quavo),Justin Bieber,Top Songs of 2021: Australia,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,72.0
1069,You should be sad,Halsey,Top Songs of 2021: Australia,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,205473.0,69.0
1070,Up,Cardi B,Top Songs of 2021: Australia,0.868,0.795,11.0,-6.044,1.0,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945.0,69.0
1071,Calling My Phone,"Lil Tjay, 6LACK",Top Songs of 2021: Australia,0.907,0.393,4.0,-7.636,0.0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458.0,76.0
1072,Before You Go,Lewis Capaldi,Top Songs of 2021: Australia,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,80.0
1073,34+35,Ariana Grande,Top Songs of 2021: Australia,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,76.0
1074,Thunder,Imagine Dragons,Top Songs of 2021: Australia,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,81.0
1075,Beggin',Måneskin,Top Songs of 2021: Australia,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,211560.0,81.0
1076,Lovefool,twocolors,Top Songs of 2021: Australia,0.677,0.766,6.0,-6.896,1.0,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,190488.0,66.0
1078,Love Not War (The Tampa Beat),"Jason Derulo, Nuka",Top Songs of 2021: Australia,0.738,0.85,8.0,-3.049,1.0,0.0642,0.105,0.0,0.23,0.865,98.013,192921.0,64.0
1079,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2021: Australia,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,73.0
1080,Lasting Lover,"Sigala, James Arthur",Top Songs of 2021: Australia,0.676,0.786,1.0,-4.529,1.0,0.0478,0.197,0.0,0.0943,0.483,125.983,218359.0,67.0
1081,Thinking Out Loud,Ed Sheeran,Top Songs of 2021: Australia,0.781,0.445,2.0,-6.061,1.0,0.0296,0.474,0.0,0.184,0.591,78.997,281560.0,0.0
1082,RAPSTAR,Polo G,Top Songs of 2021: Australia,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,165926.0,78.0
1083,Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver",Top Songs of 2021: Australia,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429.0,72.0
1084,Prisoner (feat. Dua Lipa),Miley Cyrus,Top Songs of 2021: Australia,0.781,0.67,3.0,-3.912,0.0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333.0,80.0
1085,Feel It Still,Portugal. The Man,Top Songs of 2021: Australia,0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253.0,73.0
1086,Body (feat. brando),Loud Luxury,Top Songs of 2021: Australia,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,162947.0,16.0
1087,Some Say (Felix Jaehn Remix),NEA,Top Songs of 2021: Australia,0.682,0.7,6.0,-5.591,1.0,0.0397,0.406,0.0,0.174,0.637,120.03,186878.0,66.0
1088,Adore You,Harry Styles,Top Songs of 2021: Australia,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,81.0
1089,Streets,Doja Cat,Top Songs of 2021: Australia,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035,226987.0,79.0
1090,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: Australia,0.619,0.241,11.0,-7.102,0.0,0.046,0.9,0.0,0.116,0.0719,79.461,149190.0,69.0
1091,Mood Swings (feat. Lil Tjay),Pop Smoke,Top Songs of 2021: Australia,0.48,0.602,10.0,-6.335,0.0,0.368,0.487,0.0,0.0848,0.269,179.798,213333.0,74.0
1092,Shotgun,George Ezra,Top Songs of 2021: Australia,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,73.0
1093,Africa,Toto,Top Songs of 2021: Australia,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0,80.0
1094,New Rules,Dua Lipa,Top Songs of 2021: Australia,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,77.0
1095,Everybody Rise,Amy Shark,Top Songs of 2021: Australia,0.702,0.676,0.0,-6.679,1.0,0.0526,0.0335,0.0,0.102,0.65,103.057,190323.0,47.0
1096,Wonder,Shawn Mendes,Top Songs of 2021: Australia,0.333,0.637,1.0,-4.904,0.0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693.0,66.0
1097,Counting Stars,OneRepublic,Top Songs of 2021: Australia,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,74.0
1098,Pumped Up Kicks,Foster the People,Top Songs of 2021: Australia,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,79.0
1099,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2022: Australia,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,83.0
1100,Cold Heart (PNAU Remix),"Elton John, Dua Lipa",Top Songs of 2022: Australia,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735.0,82.0
1101,Bad Habits,Ed Sheeran,Top Songs of 2022: Australia,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,83.0
1102,Heat Waves,Glass Animals,Top Songs of 2022: Australia,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,82.0
1103,Shivers,Ed Sheeran,Top Songs of 2022: Australia,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,207853.0,83.0
1104,As It Was,Harry Styles,Top Songs of 2022: Australia,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303.0,89.0
1105,Easy On Me,Adele,Top Songs of 2022: Australia,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,224695.0,81.0
1106,Where Are You Now,"Lost Frequencies, Calum Scott",Top Songs of 2022: Australia,0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,148197.0,83.0
1107,abcdefu,GAYLE,Top Songs of 2022: Australia,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,168602.0,81.0
