,songs,artist_x,title,artist_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country
2112,Rescue Me,OneRepublic,Top Songs of 2019: Australia,OneRepublic,0.759,0.603,11.0,-7.754,0.0,0.0418,0.142,0.0,0.593,0.697,121.054,2019,Australia
2113,I Wanna Know (feat. Bea Miller),NOTD,Top Songs of 2019: Australia,NOTD,0.661,0.725,6.0,-4.859,1.0,0.0563,0.0253,0.0,0.123,0.605,119.927,2019,Australia
2114,Money In The Grave (feat. Rick Ross),Drake,Top Songs of 2019: Australia,,,,,,,,,,,,,2019,Australia
2115,How Do You Sleep?,Sam Smith,Top Songs of 2019: Australia,Sam Smith,0.477,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.567,2019,Australia
2117,Tequila,Dan + Shay,Top Songs of 2019: Australia,Dan + Shay,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.0,0.132,0.494,86.016,2019,Australia
2118,Dance Monkey,Tones And I,Top Songs of 2020: Australia,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2020,Australia
2127,Blinding Lights,The Weeknd,Top Songs of 2020: Australia,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,2020,Australia
2136,Don't Start Now,Dua Lipa,Top Songs of 2020: Australia,,,,,,,,,,,,,2020,Australia
2137,Circles,Post Malone,Top Songs of 2020: Australia,Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,2020,Australia
2145,Ride It,Regard,Top Songs of 2020: Australia,Regard,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2020,Australia
2149,Memories,Maroon 5,Top Songs of 2020: Australia,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,2020,Australia
2156,Before You Go,Lewis Capaldi,Top Songs of 2020: Australia,Lewis Capaldi,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,2020,Australia
2161,Never Seen the Rain,Tones And I,Top Songs of 2020: Australia,Tones And I,0.742,0.464,6.0,-5.624,0.0,0.0318,0.425,0.0,0.284,0.281,92.107,2020,Australia
2163,Someone You Loved,Lewis Capaldi,Top Songs of 2020: Australia,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2020,Australia
2173,Rushing Back (feat. Vera Blue),Flume,Top Songs of 2020: Australia,,,,,,,,,,,,,2020,Australia
2174,You should be sad,Halsey,Top Songs of 2020: Australia,Halsey,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,2020,Australia
2177,Adore You,Harry Styles,Top Songs of 2020: Australia,Harry Styles,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,2020,Australia
2182,Watermelon Sugar,Harry Styles,Top Songs of 2020: Australia,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,2020,Australia
2189,bad guy,Billie Eilish,Top Songs of 2020: Australia,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2020,Australia
2199,ROXANNE,Arizona Zervas,Top Songs of 2020: Australia,Arizona Zervas,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,2020,Australia
2202,One Thing Right,"Marshmello, Kane Brown",Top Songs of 2020: Australia,"Marshmello, Kane Brown",0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,2020,Australia
2204,Castles,Freya Ridings,Top Songs of 2020: Australia,Freya Ridings,0.672,0.752,4.0,-4.866,1.0,0.0843,0.0046,0.00047,0.056,0.429,116.945,2020,Australia
2205,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2020: Australia,Ed Sheeran,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,2020,Australia
2209,Post Malone (feat. RANI),Sam Feldt,Top Songs of 2020: Australia,Sam Feldt,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,2020,Australia
2211,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,Top Songs of 2020: Australia,Lizzo,0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927,2020,Australia
2213,The Box,Roddy Ricch,Top Songs of 2020: Australia,Roddy Ricch,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,2020,Australia
2217,"10,000 Hours","Dan + Shay, Justin Bieber",Top Songs of 2020: Australia,"Dan + Shay, Justin Bieber",0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,2020,Australia
2220,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2020: Australia,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2020,Australia
2229,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2020: Australia,"Jawsh 685, Jason Derulo",0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,2020,Australia
2233,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2020: Australia,,,,,,,,,,,,,2020,Australia
2234,Lose You to Love Me,Selena Gomez,Top Songs of 2020: Australia,Selena Gomez,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,2020,Australia
2237,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2020: Australia,"Shawn Mendes, Camila Cabello",0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,2020,Australia
2242,Piece Of Your Heart,"Meduza, Goodboys",Top Songs of 2020: Australia,"Meduza, Goodboys",0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,2020,Australia
2245,Say So,Doja Cat,Top Songs of 2020: Australia,Doja Cat,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,2020,Australia
2248,Physical,Dua Lipa,Top Songs of 2020: Australia,Dua Lipa,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967,2020,Australia
2250,Graveyard,Halsey,Top Songs of 2020: Australia,Halsey,0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,2020,Australia
2252,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2020: Australia,Ed Sheeran,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,2020,Australia
2256,Woke Up Late (feat. Hailee Steinfeld),Drax Project,Top Songs of 2020: Australia,Drax Project,0.698,0.66,2.0,-5.429,0.0,0.083,0.043,0.0,0.186,0.351,119.214,2020,Australia
2258,Glitter,BENEE,Top Songs of 2020: Australia,BENEE,0.801,0.589,7.0,-5.157,1.0,0.0485,0.0863,0.0,0.162,0.58,116.934,2020,Australia
2260,Supalonely (feat. Gus Dapperton),BENEE,Top Songs of 2020: Australia,BENEE,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978,2020,Australia
2263,Breaking Me,"Topic, A7S",Top Songs of 2020: Australia,"Topic, A7S",0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,2020,Australia
2267,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2020: Australia,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2020,Australia
2276,HIGHEST IN THE ROOM,Travis Scott,Top Songs of 2020: Australia,Travis Scott,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,2020,Australia
2279,Choir,Guy Sebastian,Top Songs of 2020: Australia,Guy Sebastian,0.643,0.687,5.0,-3.65,1.0,0.0634,0.0703,0.0,0.0846,0.612,86.992,2020,Australia
2281,Know Your Worth,"Khalid, Disclosure",Top Songs of 2020: Australia,"Khalid, Disclosure",0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,2020,Australia
2283,This City,Sam Fischer,Top Songs of 2020: Australia,Sam Fischer,0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,2020,Australia
2285,Falling,Trevor Daniel,Top Songs of 2020: Australia,Trevor Daniel,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,2020,Australia
2286,Falling,Trevor Daniel,Top Songs of 2020: Australia,Harry Styles,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,2020,Australia
2290,Lose Control,"Meduza, Becky Hill, Goodboys",Top Songs of 2020: Australia,"Meduza, Becky Hill, Goodboys",0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,2020,Australia
2291,Break My Heart,Dua Lipa,Top Songs of 2020: Australia,Dua Lipa,0.772,0.637,4.0,-7.846,0.0,0.0494,0.022,0.0353,0.0898,0.409,113.022,2020,Australia
2293,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2020: Australia,"Lady Gaga, Ariana Grande",0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,2020,Australia
2297,Shotgun,George Ezra,Top Songs of 2020: Australia,George Ezra,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,2020,Australia
2303,Body (feat. brando),Loud Luxury,Top Songs of 2020: Australia,Loud Luxury,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,2020,Australia
2307,Youngblood,5 Seconds of Summer,Top Songs of 2020: Australia,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2020,Australia
2314,July,"Noah Cyrus, Leon Bridges",Top Songs of 2020: Australia,"Noah Cyrus, Leon Bridges",0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,2020,Australia
2315,Maniac,Conan Gray,Top Songs of 2020: Australia,Conan Gray,0.628,0.639,8.0,-5.46,1.0,0.0435,0.00162,0.0,0.354,0.493,108.045,2020,Australia
2316,Toosie Slide,Drake,Top Songs of 2020: Australia,Drake,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618,2020,Australia
2319,The Reaper (feat. Amy Shark),The Chainsmokers,Top Songs of 2020: Australia,,,,,,,,,,,,,2020,Australia
2320,Purple Hat,Sofi Tukker,Top Songs of 2020: Australia,Sofi Tukker,0.777,0.744,9.0,-7.42,1.0,0.204,0.331,0.0073,0.088,0.654,94.019,2020,Australia
2321,Be Alright,Dean Lewis,Top Songs of 2020: Australia,Dean Lewis,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,2020,Australia
2326,No Guidance (feat. Drake),Chris Brown,Top Songs of 2020: Australia,Chris Brown,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,2020,Australia
2334,Exit Sign (feat. Illy & Ecca Vandal),Hilltop Hoods,Top Songs of 2020: Australia,,,,,,,,,,,,,2020,Australia
2335,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2020: Australia,"Chris Brown, Young Thug",0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,2020,Australia
2341,Don't Call Me Up,Mabel,Top Songs of 2020: Australia,Mabel,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,2020,Australia
2345,What a Man Gotta Do,Jonas Brothers,Top Songs of 2020: Australia,Jonas Brothers,0.852,0.698,9.0,-7.206,1.0,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,2020,Australia
2347,Sunday Best,Surfaces,Top Songs of 2020: Australia,Surfaces,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,2020,Australia
2350,The Git Up,Blanco Brown,Top Songs of 2020: Australia,Blanco Brown,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,2020,Australia
2353,Bad Child,Tones And I,Top Songs of 2020: Australia,Tones And I,0.756,0.554,6.0,-4.24,0.0,0.0342,0.402,0.0,0.158,0.596,117.992,2020,Australia
2354,3 Nights,Dominic Fike,Top Songs of 2020: Australia,Dominic Fike,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,2020,Australia
2358,Shape of You,Ed Sheeran,Top Songs of 2020: Australia,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2020,Australia
2366,Riptide,Vance Joy,Top Songs of 2020: Australia,Vance Joy,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,2020,Australia
2371,Lonely,"Diplo, Jonas Brothers",Top Songs of 2020: Australia,"Justin Bieber, benny blanco",0.619,0.241,11.0,-7.102,0.0,0.046,0.9,0.0,0.116,0.0719,79.461,2020,Australia
2373,Lonely,"Diplo, Jonas Brothers",Top Songs of 2020: Australia,"Diplo, Jonas Brothers",0.739,0.717,1.0,-5.123,1.0,0.0565,0.0611,0.0,0.206,0.529,98.047,2020,Australia
2375,Yummy,Justin Bieber,Top Songs of 2020: Australia,Justin Bieber,0.677,0.506,9.0,-6.652,0.0,0.0964,0.345,0.0,0.118,0.497,145.843,2020,Australia
2378,SICKO MODE,Travis Scott,Top Songs of 2020: Australia,Travis Scott,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,2020,Australia
2384,Higher Love,"Kygo, Whitney Houston",Top Songs of 2020: Australia,"Kygo, Whitney Houston",0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,2020,Australia
2386,Falling,Harry Styles,Top Songs of 2020: Australia,Trevor Daniel,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,2020,Australia
2387,Falling,Harry Styles,Top Songs of 2020: Australia,Harry Styles,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,2020,Australia
2391,Pump It Up,Endor,Top Songs of 2020: Australia,Endor,0.898,0.893,1.0,-7.255,1.0,0.225,0.207,9.33e-05,0.061,0.653,129.047,2020,Australia
2392,You Need To Calm Down,Taylor Swift,Top Songs of 2020: Australia,Taylor Swift,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,2020,Australia
2395,Truth Hurts,Lizzo,Top Songs of 2020: Australia,Lizzo,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,2020,Australia
2401,Another Place,"Bastille, Alessia Cara",Top Songs of 2020: Australia,"Bastille, Alessia Cara",0.685,0.742,8.0,-5.409,1.0,0.0471,0.22,0.0,0.185,0.618,115.008,2020,Australia
2402,Be Kind,"Marshmello, Halsey",Top Songs of 2020: Australia,"Marshmello, Halsey",0.63,0.633,4.0,-7.088,1.0,0.0457,0.00776,0.0,0.0541,0.452,93.995,2020,Australia
2403,hot girl bummer,blackbear,Top Songs of 2020: Australia,blackbear,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,2020,Australia
2406,No Judgement,Niall Horan,Top Songs of 2020: Australia,Niall Horan,0.723,0.726,1.0,-3.835,0.0,0.0472,0.0564,0.000126,0.057,0.962,100.051,2020,Australia
2407,If the World Was Ending (feat. Julia Michaels),JP Saxe,Top Songs of 2020: Australia,JP Saxe,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,2020,Australia
2410,when the party's over,Billie Eilish,Top Songs of 2020: Australia,Billie Eilish,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,2020,Australia
2416,The Man,Taylor Swift,Top Songs of 2020: Australia,Taylor Swift,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,2020,Australia
2417,Stuck with U,"Ariana Grande, Justin Bieber",Top Songs of 2020: Australia,"Ariana Grande, Justin Bieber",0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,2020,Australia
2419,Heartless (feat. Morgan Wallen),Diplo,Top Songs of 2020: Australia,Diplo,0.765,0.556,11.0,-6.417,1.0,0.0512,0.275,0.0,0.0824,0.274,111.033,2020,Australia
2421,Thunder,Imagine Dragons,Top Songs of 2020: Australia,Imagine Dragons,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,2020,Australia
2426,It's You,Ali Gatie,Top Songs of 2020: Australia,Ali Gatie,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,2020,Australia
2429,Used To Love,"Martin Garrix, Dean Lewis",Top Songs of 2020: Australia,"Martin Garrix, Dean Lewis",0.651,0.693,4.0,-4.722,1.0,0.0375,0.458,0.0,0.335,0.392,118.97,2020,Australia
2430,Heat Waves,Glass Animals,Top Songs of 2021: Australia,Glass Animals,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,2021,Australia
2436,Blinding Lights,The Weeknd,Top Songs of 2021: Australia,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,2021,Australia
2445,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2021: Australia,Dua Lipa,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,2021,Australia
2450,WITHOUT YOU,The Kid LAROI,Top Songs of 2021: Australia,The Kid LAROI,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,2021,Australia
2454,SO DONE,The Kid LAROI,Top Songs of 2021: Australia,The Kid LAROI,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,2021,Australia
2456,The Business,Tiësto,Top Songs of 2021: Australia,Tiësto,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,2021,Australia
2459,good 4 u,Olivia Rodrigo,Top Songs of 2021: Australia,Olivia Rodrigo,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,2021,Australia
2465,Fly Away,Tones And I,Top Songs of 2021: Australia,Tones And I,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,2021,Australia
2468,Dance Monkey,Tones And I,Top Songs of 2021: Australia,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2021,Australia
2477,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2021: Australia,"The Kid LAROI, Justin Bieber",0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,2021,Australia
2483,Watermelon Sugar,Harry Styles,Top Songs of 2021: Australia,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,2021,Australia
2490,Dreams,Fleetwood Mac,Top Songs of 2021: Australia,Fleetwood Mac,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,2021,Australia
2496,you broke me first,Tate McRae,Top Songs of 2021: Australia,Tate McRae,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,2021,Australia
2498,Astronaut in the Ocean,Masked Wolf,Top Songs of 2021: Australia,Masked Wolf,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,2021,Australia
2500,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2021: Australia,Doja Cat,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,2021,Australia
2506,Bad Habits,Ed Sheeran,Top Songs of 2021: Australia,Ed Sheeran,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,2021,Australia
2510,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2021: Australia,"Jawsh 685, Jason Derulo",0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,2021,Australia
2514,Cover Me In Sunshine,"P!nk, Willow Sage Hart",Top Songs of 2021: Australia,"P!nk, Willow Sage Hart",0.476,0.594,5.0,-6.879,1.0,0.135,0.0599,0.0,0.0785,0.314,159.702,2021,Australia
2518,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2021: Australia,Lil Nas X,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,2021,Australia
2523,Riptide,Vance Joy,Top Songs of 2021: Australia,Vance Joy,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,2021,Australia
2528,Don't Start Now,Dua Lipa,Top Songs of 2021: Australia,,,,,,,,,,,,,2021,Australia
2529,Therefore I Am,Billie Eilish,Top Songs of 2021: Australia,Billie Eilish,0.889,0.34,11.0,-7.773,0.0,0.0697,0.218,0.13,0.055,0.716,94.009,2021,Australia
2531,One Too Many,"Keith Urban, P!nk",Top Songs of 2021: Australia,"Keith Urban, P!nk",0.697,0.535,4.0,-6.504,1.0,0.068,0.247,0.0,0.569,0.594,82.959,2021,Australia
2532,Take You Dancing,Jason Derulo,Top Songs of 2021: Australia,Jason Derulo,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,2021,Australia
2534,Breaking Me,"Topic, A7S",Top Songs of 2021: Australia,"Topic, A7S",0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,2021,Australia
2538,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2021: Australia,"benny blanco, Halsey, Khalid",0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,2021,Australia
2547,deja vu,Olivia Rodrigo,Top Songs of 2021: Australia,Olivia Rodrigo,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,2021,Australia
2550,Dancing In The Moonlight (feat. NEIMY),Jubël,Top Songs of 2021: Australia,Jubël,0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,2021,Australia
2551,Youngblood,5 Seconds of Summer,Top Songs of 2021: Australia,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,2021,Australia
2558,my ex's best friend,"Machine Gun Kelly, blackbear",Top Songs of 2021: Australia,"Machine Gun Kelly, blackbear",0.731,0.675,5.0,-5.134,0.0,0.0434,0.00473,0.0,0.141,0.298,124.939,2021,Australia
2560,Midnight Sky,Miley Cyrus,Top Songs of 2021: Australia,Miley Cyrus,0.699,0.805,4.0,-5.535,0.0,0.0345,0.00161,0.00177,0.249,0.232,109.976,2021,Australia
2562,Ride It,Regard,Top Songs of 2021: Australia,Regard,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2021,Australia
2566,Looking For Me,"Paul Woolford, Diplo, Kareen Lomax",Top Songs of 2021: Australia,"Paul Woolford, Diplo, Kareen Lomax",0.641,0.529,6.0,-11.536,1.0,0.0288,0.00441,0.000862,0.0809,0.449,121.027,2021,Australia
2567,Anyone,Justin Bieber,Top Songs of 2021: Australia,Justin Bieber,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,2021,Australia
2569,Shape of You,Ed Sheeran,Top Songs of 2021: Australia,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,2021,Australia
2577,willow,Taylor Swift,Top Songs of 2021: Australia,Taylor Swift,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,2021,Australia
2579,Be Like That,"Kane Brown, Swae Lee, Khalid",Top Songs of 2021: Australia,"Kane Brown, Swae Lee, Khalid",0.727,0.626,7.0,-8.415,1.0,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,2021,Australia
2580,Paradise (feat. Dermot Kennedy),Meduza,Top Songs of 2021: Australia,Meduza,0.632,0.595,8.0,-7.644,0.0,0.0401,0.0689,0.0,0.209,0.435,124.114,2021,Australia
2581,bad guy,Billie Eilish,Top Songs of 2021: Australia,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,2021,Australia
2591,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2021: Australia,"Lady Gaga, Bradley Cooper",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,2021,Australia
2600,What You Know Bout Love,Pop Smoke,Top Songs of 2021: Australia,Pop Smoke,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,2021,Australia
2604,Circles,Post Malone,Top Songs of 2021: Australia,Post Malone,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,2021,Australia
2612,Memories,Maroon 5,Top Songs of 2021: Australia,Maroon 5,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,2021,Australia
2619,Forever After All,Luke Combs,Top Songs of 2021: Australia,Luke Combs,0.487,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,2021,Australia
2621,Save Your Tears,The Weeknd,Top Songs of 2021: Australia,The Weeknd,0.685,0.816,0.0,-5.496,1.0,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,2021,Australia
2624,Mr. Brightside,The Killers,Top Songs of 2021: Australia,The Killers,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,2021,Australia
2627,Your Love (9PM),"ATB, Topic, A7S",Top Songs of 2021: Australia,"ATB, Topic, A7S",0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,2021,Australia
2628,Hold On,Justin Bieber,Top Songs of 2021: Australia,Justin Bieber,0.658,0.634,1.0,-5.797,0.0,0.0413,0.0106,0.0,0.132,0.29,139.98,2021,Australia
2630,My Head & My Heart,Ava Max,Top Songs of 2021: Australia,Ava Max,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,2021,Australia
2631,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2021: Australia,"Lady Gaga, Ariana Grande",0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,2021,Australia
2635,Be Alright,Dean Lewis,Top Songs of 2021: Australia,Dean Lewis,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,2021,Australia
2640,The Nosebleed Section,Hilltop Hoods,Top Songs of 2021: Australia,Hilltop Hoods,0.845,0.828,1.0,-5.447,1.0,0.164,0.513,1.35e-06,0.0906,0.909,97.45,2021,Australia
