,Unnamed: 0.1,Unnamed: 0,songs,artist,title,lyrics,enumerated_list,lyrics_not_found,sentiment,neg,neu,pos,compound
141,222,22,Lonely,"Justin Bieber, benny blanco",Top Songs of 2021: Canada,"['everybodi', 'know', 'name', 'somethin', 'bout', 'still', 'feel', 'strang', 'lookin', 'mirror', 'tryna', 'steadi', 'seein', 'somebodi', 'els', 'everyth', 'feel', 'live', 'chang', 'mayb', 'im', 'older', 'itll', 'calm', 'killin', 'nobodi', 'call', 'mayb', 'youd', 'know', 'caus', 'ive', 'everyth', 'one', 'listen', 'that', 'fuckin', 'lone', 'im', 'loooon', 'loooon', 'everybodi', 'know', 'past', 'hous', 'alway', 'made', 'glass', 'mayb', 'that', 'price', 'pay', 'money', 'fame', 'earli', 'age', 'everybodi', 'saw', 'sick', 'felt', 'one', 'gave', 'shit', 'critic', 'thing', 'idiot', 'kid', 'might', 'also', 'nobodi', 'call', 'mayb', 'youd', 'know', 'caus', 'ive', 'everyth', 'one', 'listen', 'that', 'fuckin', 'lone', 'im', 'loooon', 'loooon', 'im', 'loooon', 'loooonely54emb']",[],False,"{'neg': 0.175, 'neu': 0.774, 'pos': 0.051, 'compound': -0.8934}",0.175,0.774,0.051,-0.8934
142,225,25,Bad Habits,Ed Sheeran,Top Songs of 2021: Canada,"['habit', 'one', 'two', 'three', 'four', 'ooh', 'ooh', 'everi', 'time', 'come', 'around', 'know', 'cant', 'say', 'everi', 'time', 'sun', 'goe', 'let', 'take', 'control', 'feel', 'paradis', 'world', 'implod', 'tonight', 'someth', 'wonder', 'bad', 'habit', 'lead', 'late', 'night', 'endin', 'alon', 'convers', 'stranger', 'bare', 'know', 'swearin', 'thisll', 'last', 'probabl', 'wont', 'got', 'nothin', 'left', 'lose', 'use', 'bad', 'habit', 'lead', 'wide', 'eye', 'starin', 'space', 'know', 'lose', 'control', 'thing', 'say', 'lookin', 'way', 'cant', 'escap', 'nothin', 'happen', 'two', 'tru', 'true', 'bad', 'habit', 'lead', 'oohooh', 'oohooh', 'bad', 'habit', 'lead', 'oohooh', 'oohooh', 'bad', 'habit', 'lad', 'might', 'also', 'everi', 'pure', 'intent', 'end', 'good', 'time', 'start', 'fallin', 'everyth', 'reach', 'first', 'time', 'spark', 'start', 'neon', 'light', 'got', 'dark', 'know', 'go', 'far', 'bad', 'habit', 'lead', 'late', 'night', 'endin', 'alon', 'convers', 'stranger', 'bare', 'know', 'swearin', 'thisll', 'last', 'probabl', 'wont', 'got', 'nothin', 'left', 'lose', 'use', 'bad', 'habit', 'lead', 'wide', 'eye', 'starin', 'space', 'know', 'lose', 'control', 'thing', 'say', 'lookin', 'way', 'cant', 'escap', 'nothin', 'happen', 'two', 'true', 'true', 'bad', 'habit', 'lead', 'oohooh', 'oohooh', 'bad', 'habit', 'lead', 'oohooh', 'oohooh', 'took', 'long', 'way', 'round', 'burn', 'til', 'fun', 'ran', 'bad', 'habit', 'lead', 'late', 'night', 'endin', 'alon', 'convers', 'stranger', 'bare', 'know', 'swearin', 'thisll', 'last', 'probabl', 'wont', 'got', 'nothin', 'left', 'lose', 'use', 'bad', 'habit', 'lead', 'wide', 'eye', 'starin', 'space', 'know', 'lose', 'control', 'thing', 'say', 'lookin', 'way', 'cant', 'escap', 'nothin', 'happen', 'two', 'true', 'true', 'bad', 'habit', 'lead', 'oohooh', 'oohooh', 'bad', 'habit', 'lead', 'oohooh', 'oohooh', 'bad', 'habit', 'lead', 'you59emb']",[],False,"{'neg': 0.232, 'neu': 0.686, 'pos': 0.082, 'compound': -0.9923}",0.232,0.686,0.082,-0.9923
143,227,27,Martin & Gina,Polo G,Top Songs of 2021: Canada,"['gina', 'tahj', 'money', 'bet', 'last', 'track', 'probabl', 'gave', 'lockjaw', 'hey', 'lilkdubb', 'think', 'road', 'tear', 'booth', 'girl', 'cant', 'wait', 'til', 'get', 'home', 'fuck', 'shit', 'even', 'worst', 'day', 'girl', 'still', 'kind', 'cute', 'go', 'im', 'gon', 'protect', 'pull', 'stick', 'shoot', 'want', 'love', 'cant', 'see', 'bitch', 'emot', 'thing', 'didnt', 'scare', 'leav', 'told', 'lie', 'ask', 'truth', 'secondguess', 'one', 'that', 'didnt', 'clue', 'martin', 'gina', 'aint', 'think', 'behind', 'scene', 'way', 'kill', 'lose', 'voic', 'tryin', 'scream', 'trench', 'move', 'onto', 'finer', 'thing', 'done', 'went', 'hm', 'design', 'fiend', 'play', 'game', 'got', 'danc', 'middl', 'club', 'got', 'danc', 'middl', 'club', 'know', 'chase', 'get', 'feel', 'thug', 'get', 'feel', 'thug', 'tear', 'fall', 'liquor', 'cup', 'realli', 'want', 'love', 'babi', 'realli', 'want', 'love', 'talk', 'boss', 'independ', 'cant', 'fuck', 'scrub', 'girl', 'know', 'cant', 'fuck', 'scrub', 'kdubb', 'might', 'also', 'get', 'feel', 'stomach', 'next', 'man', 'im', 'tryna', 'get', 'know', 'sexual', 'take', 'shop', 'spree', 'therapi', 'move', 'cali', 'mansion', 'takin', 'care', 'know', 'sometim', 'im', 'crazi', 'hopin', 'could', 'bear', 'beauti', 'beast', 'pretti', 'girl', 'gangster', 'swear', 'still', 'baddest', 'room', 'makeup', 'type', 'woman', 'everi', 'hood', 'nigga', 'pray', 'vow', 'stay', 'hundr', 'never', 'chang', 'sundress', 'damn', 'bodi', 'amaz', 'love', 'way', 'smell', 'im', 'addict', 'fragranc', 'somethin', 'realli', 'cant', 'explain', 'know', 'mine', 'tell', 'nigga', 'save', 'play', 'game', 'got', 'danc', 'middl', 'club', 'got', 'danc', 'middl', 'club', 'know', 'chase', 'get', 'feel', 'thug', 'get', 'feel', 'thug', 'tear', 'fall', 'liquor', 'cup', 'realli', 'want', 'love', 'babi', 'realli', 'want', 'love', 'talk', 'boss', 'independ', 'cant', 'fuck', 'scrub', 'girl', 'know', 'cant', 'fuck', 'scrub63emb']",[],False,"{'neg': 0.132, 'neu': 0.65, 'pos': 0.218, 'compound': 0.9664}",0.132,0.65,0.218,0.9664
144,228,28,deja vu,Olivia Rodrigo,Top Songs of 2021: Canada,"['bokml', 'riksmlitalianodeutschfranaisdeja', 'vu', 'car', 'ride', 'malibu', 'strawberri', 'ice', 'cream', 'one', 'spoon', 'two', 'tradin', 'jacket', 'laughin', 'bout', 'small', 'look', 'hahahaha', 'hahahahaha', 'hahahaha', 'watch', 'rerun', 'glee', 'bein', 'annoy', 'singin', 'harmoni', 'bet', 'she', 'braggin', 'friend', 'sayin', 'your', 'uniqu', 'hmm', 'gon', 'na', 'tell', 'think', 'special', 'reus', 'place', 'found', 'first', 'made', 'joke', 'tell', 'she', 'get', 'dj', 'vu', 'she', 'get', 'dj', 'vu', 'ah', 'hmm', 'get', 'dj', 'vu', 'huh', 'call', 'almost', 'say', 'name', 'caus', 'let', 'honest', 'kinda', 'sound', 'anoth', 'actress', 'hate', 'think', 'type', 'bet', 'know', 'billi', 'joel', 'caus', 'play', 'uptown', 'girl', 'your', 'singin', 'togeth', 'bet', 'even', 'tell', 'love', 'choru', 'vers', 'ooh', 'love', 'might', 'also', 'gon', 'na', 'tell', 'think', 'special', 'reus', 'show', 'talk', 'play', 'song', 'she', 'sing', 'she', 'get', 'dj', 'vu', 'she', 'get', 'dj', 'vu', 'ohoh', 'get', 'dj', 'vu', 'strawberri', 'ice', 'cream', 'malibu', 'dont', 'act', 'didnt', 'shit', 'your', 'tradin', 'jacket', 'use', 'everyth', 'reus', 'play', 'piano', 'doesnt', 'know', 'oh', 'oh', 'one', 'taught', 'billi', 'joel', 'oh', 'differ', 'girl', 'there', 'noth', 'new', 'know', 'get', 'dj', 'vu', 'know', 'get', 'dj', 'vu', 'know', 'get', 'dj', 'vu190emb']",[],False,"{'neg': 0.047, 'neu': 0.776, 'pos': 0.177, 'compound': 0.9747}",0.047,0.776,0.177,0.9747
145,229,29,you broke me first,Tate McRae,Top Songs of 2021: Canada,"['broke', 'first', 'broke', 'first', 'mayb', 'dont', 'talk', 'much', 'shoulda', 'told', 'think', 'bout', 'someon', 'els', 'your', 'drunk', 'parti', 'mayb', 'car', 'broke', 'phone', 'coupl', 'month', 'your', 'call', 'know', 'your', 'shit', 'dont', 'go', 'way', 'need', 'fix', 'ran', 'everi', 'reason', 'suddenli', 'your', 'ask', 'back', 'could', 'tell', 'where', 'get', 'nerv', 'could', 'say', 'miss', 'dont', 'realli', 'care', 'bad', 'hurt', 'broke', 'first', 'broke', 'first', 'took', 'denial', 'first', 'heard', 'move', 'quicker', 'couldv', 'ever', 'know', 'hurt', 'swear', 'would', 'stare', 'phone', 'see', 'name', 'dont', 'realli', 'know', 'say', 'might', 'also', 'know', 'your', 'shit', 'dont', 'go', 'way', 'need', 'fix', 'ran', 'everi', 'reason', 'suddenli', 'your', 'ask', 'back', 'could', 'tell', 'where', 'get', 'nerv', 'could', 'say', 'miss', 'dont', 'realli', 'care', 'bad', 'hurt', 'broke', 'first', 'broke', 'first', 'think', 'would', 'happen', 'think', 'would', 'happen', 'ill', 'never', 'let', 'think', 'would', 'happen', 'suddenli', 'your', 'ask', 'back', 'could', 'tell', 'where', 'get', 'nerv', 'could', 'say', 'miss', 'dont', 'realli', 'care', 'bad', 'hurt', 'broke', 'first', 'broke', 'first', 'broke', 'first', 'broke', 'first', 'oohoh71emb']",[],False,"{'neg': 0.355, 'neu': 0.602, 'pos': 0.043, 'compound': -0.9951}",0.355,0.602,0.043,-0.9951
146,230,30,Dance Monkey,Tones And I,Top Songs of 2021: Canada,"['monkey', 'say', 'oh', 'god', 'see', 'way', 'shine', 'take', 'hand', 'dear', 'place', 'mine', 'know', 'stop', 'dead', 'pass', 'beg', 'see', 'danc', 'one', 'time', 'ooh', 'see', 'see', 'see', 'everi', 'time', 'oh', 'style', 'make', 'make', 'make', 'wan', 'na', 'cri', 'beg', 'see', 'danc', 'one', 'time', 'say', 'danc', 'danc', 'danc', 'ohohoh', 'ive', 'never', 'seen', 'anybodi', 'thing', 'say', 'move', 'move', 'move', 'ayyayyayi', 'your', 'done', 'ill', 'make', 'said', 'oh', 'god', 'see', 'walk', 'take', 'hand', 'dear', 'look', 'eye', 'monkey', 'ive', 'dancin', 'whole', 'life', 'beg', 'see', 'danc', 'one', 'time', 'might', 'also', 'ooh', 'see', 'see', 'see', 'everi', 'time', 'oh', 'style', 'make', 'make', 'make', 'wan', 'na', 'cri', 'beg', 'see', 'danc', 'one', 'time', 'say', 'danc', 'danc', 'danc', 'ohohoh', 'ive', 'never', 'seen', 'anybodi', 'thing', 'say', 'move', 'move', 'move', 'ayyayyayi', 'your', 'done', 'ill', 'make', 'say', 'danc', 'danc', 'danc', 'ohohoh', 'ohoh', 'ohoh', 'ive', 'never', 'seen', 'anybodi', 'thing', 'say', 'move', 'move', 'move', 'ayyayyayi', 'your', 'done', 'ill', 'make', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ohoh', 'ohoh', 'oh', 'ooh', 'ooh', 'ooh', 'ooh', 'oohooh', 'ooh', 'ahah', 'ahah', 'say', 'danc', 'danc', 'danc', 'ohohoh', 'ive', 'never', 'seen', 'anybodi', 'thing', 'say', 'move', 'move', 'move', 'ayyayyayi', 'your', 'done', 'ill', 'make', 'say', 'danc', 'danc', 'danc', 'ohohoh', 'ohoh', 'ohoh', 'ive', 'never', 'seen', 'anybodi', 'thing', 'say', 'move', 'move', 'move', 'ayyayyayi', 'your', 'done', 'ill', 'make', 'again113emb']",[],False,"{'neg': 0.093, 'neu': 0.835, 'pos': 0.072, 'compound': -0.6908}",0.093,0.835,0.072,-0.6908
147,234,34,Watermelon Sugar,Harry Styles,Top Songs of 2021: Canada,"['bokml', 'riksmleskywatermelon', 'sugar', 'tast', 'strawberri', 'summer', 'evenin', 'sound', 'song', 'want', 'berri', 'summer', 'feelin', 'wonder', 'warm', 'breath', 'breath', 'dont', 'know', 'could', 'ever', 'go', 'without', 'im', 'think', 'loud', 'dont', 'know', 'could', 'ever', 'go', 'without', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'strawberri', 'summer', 'evenin', 'babi', 'your', 'end', 'june', 'want', 'belli', 'summer', 'feelin', 'get', 'wash', 'away', 'breath', 'breath', 'dont', 'know', 'could', 'ever', 'go', 'without', 'might', 'also', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'wan', 'na', 'tast', 'wan', 'na', 'tast', 'watermelon', 'sugar', 'high', 'tast', 'strawberri', 'summer', 'evenin', 'sound', 'song', 'want', 'belli', 'summer', 'feelin', 'dont', 'know', 'could', 'ever', 'go', 'without', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'sugar', 'watermelon', 'sugar', 'high', 'sugar', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar', 'high', 'wan', 'na', 'tast', 'wan', 'na', 'tast', 'eheheh', 'watermelon', 'sugar', 'high', 'wan', 'na', 'tast', 'wan', 'na', 'tast', 'ooh', 'watermelon', 'sugar', 'high', 'watermelon', 'sugar116emb']",[],False,"{'neg': 0.0, 'neu': 0.966, 'pos': 0.034, 'compound': 0.4215}",0.0,0.966,0.034,0.4215
148,235,35,Be Like That,"Kane Brown, Swae Lee, Khalid",Top Songs of 2021: Canada,"['might', 'better', 'hate', 'blowin', 'phone', 'wish', 'never', 'met', 'ass', 'sometim', 'im', 'night', 'your', 'gone', 'aint', 'way', 'im', 'movin', 'im', 'afraid', 'need', 'bad', 'sometim', 'wan', 'na', 'love', 'wan', 'na', 'slide', 'wan', 'na', 'argu', 'right', 'want', 'hug', 'kiss', 'goodnight', 'mayb', 'mind', 'ooh', 'throw', 'tantrum', 'im', 'twistin', 'medicin', 'fixin', 'us', 'cant', 'tell', 'tell', 'got', 'thinkin', 'might', 'better', 'hate', 'blowin', 'phone', 'wish', 'never', 'met', 'ass', 'sometim', 'im', 'night', 'your', 'gone', 'aint', 'way', 'im', 'movin', 'im', 'afraid', 'need', 'bad', 'bad', 'sometim', 'might', 'also', 'cross', 'sea', 'wit', 'hey', 'sea', 'wasnt', 'even', 'suppos', 'wit', 'get', 'crazi', 'night', 'sleep', 'sleep', 'could', 'keep', 'nice', 'warm', 'ayi', 'wont', 'think', 'im', 'love', 'give', 'world', 'that', 'anyth', 'think', 'got', 'much', 'goin', 'upset', 'swear', 'id', 'rather', 'friend', 'said', 'im', 'gon', 'na', 'right', 'back', 'hurt', 'sometim', 'might', 'better', 'hate', 'blowin', 'phone', 'wish', 'never', 'met', 'ass', 'sometim', 'im', 'night', 'your', 'gone', 'aint', 'way', 'im', 'movin', 'im', 'afraid', 'need', 'bad', 'bad', 'sometim', 'sometim', 'thought', 'found', 'love', 'life', 'ooh', 'ooh', 'ooh', 'your', 'thinkin', 'im', 'one', 'guy', 'lead', 'cant', 'help', 'read', 'wrong', 'dont', 'know', 'trip', 'us', 'put', 'pick', 'cant', 'tell', 'tell', 'know', 'got', 'thinkin', 'might', 'better', 'hate', 'blow', 'phone', 'wish', 'never', 'met', 'ass', 'sometim', 'im', 'night', 'your', 'gone', 'aint', 'way', 'im', 'movin', 'im', 'afraid', 'need', 'bad', 'sometim', 'sometim', 'your', 'fallin', 'track', 'babi', 'dont', 'leav', 'dont', 'cri', 'caus', 'mind', 'ayyayy17emb']",[],False,"{'neg': 0.168, 'neu': 0.608, 'pos': 0.224, 'compound': 0.9185}",0.168,0.608,0.224,0.9185
149,237,37,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2021: Canada,"['love', 'lax', 'siren', 'beat', 'jason', 'derulo', 'ah', 'savag', 'love', '685', 'babi', 'woke', 'without', 'ya', 'dont', 'know', 'would', 'thought', 'could', 'singl', 'forev', 'till', 'met', 'usual', 'dont', 'fallin', 'fallin', 'fallin', 'fast', 'got', 'way', 'keepin', 'comin', 'backtoback', 'found', 'reason', 'lovin', 'get', 'back', 'ex', 'lover', 'leav', 'usual', 'would', 'never', 'would', 'never', 'even', 'care', 'babi', 'know', 'creepin', 'feel', 'air', 'everi', 'night', 'everi', 'day', 'everi', 'day', 'tri', 'make', 'stay', 'savag', 'love', 'somebodi', 'somebodi', 'break', 'heart', 'lookin', 'angel', 'savag', 'love', 'kiss', 'know', 'dont', 'give', 'two', 'fuck', 'still', 'want', 'savag', 'love', 'savag', 'lololov', 'savag', 'lololov', 'could', 'use', 'caus', 'still', 'want', 'savag', 'love', 'might', 'also', 'babi', 'hope', 'aint', 'karma', 'caus', 'get', 'around', 'wan', 'na', 'run', 'wan', 'na', 'lock', 'usual', 'dont', 'fallin', 'fallin', 'fallin', 'fast', 'got', 'way', 'makin', 'spend', 'cash', 'everi', 'night', 'everi', 'day', 'everi', 'day', 'tri', 'make', 'stay', 'savag', 'love', 'somebodi', 'somebodi', 'break', 'heart', 'lookin', 'angel', 'savag', 'love', 'kiss', 'know', 'dont', 'give', 'two', 'fuck', 'still', 'want', 'savag', 'love', 'savag', 'lololov', 'ooh', 'savag', 'lololov', 'could', 'use', 'caus', 'still', 'want', 'savag', 'love', 'ooh', 'lalalala', 'ooh', 'lalalala', 'savag', 'lololov', 'ooh', 'lalalala', 'ooh', 'lalalala', 'ooh', 'savag', 'lololov', 'ooh', 'lalalala', 'could', 'use', 'ooh', 'lalalala', 'babi', 'savag', 'love', 'oh', 'girl', 'somebodi', 'somebodi', 'break', 'heart', 'lookin', 'angel', 'savag', 'love', 'savag', 'love', 'kiss', 'know', 'dont', 'give', 'two', 'fuck', 'still', 'want', 'savag', 'love', 'savag', 'love', 'savag', 'lololov', 'ooh', 'savag', 'lololov', 'girl', 'could', 'use', 'caus', 'still', 'want', 'savag', 'love25emb']",[],False,"{'neg': 0.009, 'neu': 0.662, 'pos': 0.329, 'compound': 0.9982}",0.009,0.662,0.329,0.9982
150,238,38,Monster,"Shawn Mendes, Justin Bieber",Top Songs of 2021: Canada,"['put', 'pedest', 'tell', 'im', 'best', 'rais', 'sky', 'im', 'short', 'breath', 'fill', 'confid', 'say', 'what', 'chest', 'spill', 'word', 'tear', 'there', 'nothin', 'left', 'rearrang', 'piec', 'fit', 'rest', 'trip', 'fall', 'monster', 'let', 'know', 'sin', 'break', 'monster', 'let', 'know', 'fifteen', 'world', 'put', 'pedest', 'big', 'dream', 'doin', 'show', 'make', 'memori', 'made', 'bad', 'move', 'tryin', 'act', 'cool', 'upset', 'jealousi', 'uh', 'liftin', 'liftin', 'liftin', 'tearin', 'tearin', 'ill', 'take', 'respons', 'everyth', 'ive', 'done', 'holdin', 'your', 'holi', 'one', 'might', 'also', 'chip', 'shoulder', 'let', 'go', 'caus', 'unforg', 'keep', 'control', 'came', 'good', 'intent', 'let', 'go', 'realli', 'wan', 'na', 'know', 'trip', 'oh', 'fall', 'fall', 'monster', 'monster', 'let', 'know', 'let', 'know', 'sin', 'oh', 'break', 'break', 'monster', 'monster', 'let', 'know', 'oh', 'pleas', 'let', 'know', 'ladadaduhduh', 'babi', 'fall', 'ladadaduhduhduhna', 'ladadadaduhduh', 'ladadaduhduhduhna', 'ladadaduhduh', 'pleas', 'dont', 'let', 'fall', 'ladadaduhduhduhna', 'ladadadaduhduh', 'oh', 'pleas', 'dont', 'let', 'fall', 'ladadaduhduhduhna54emb']",[],False,"{'neg': 0.108, 'neu': 0.799, 'pos': 0.093, 'compound': -0.4939}",0.108,0.799,0.093,-0.4939
151,239,39,Hold On,Justin Bieber,Top Songs of 2021: Canada,"['know', 'call', 'need', 'someon', 'ill', 'pick', 'piec', 'come', 'undon', 'paint', 'star', 'ceil', 'caus', 'wish', 'could', 'find', 'feel', 'know', 'call', 'need', 'someon', 'need', 'hold', 'heaven', 'place', 'far', 'away', 'know', 'one', 'say', 'make', 'mistak', 'make', 'mistak', 'take', 'hand', 'hold', 'tell', 'everyth', 'need', 'say', 'caus', 'know', 'feel', 'someon', 'someon', 'feel', 'someon', 'lose', 'way', 'your', 'look', 'answer', 'place', 'unknown', 'need', 'connect', 'cant', 'get', 'close', 'cant', 'get', 'close', 'paint', 'star', 'ceil', 'caus', 'wish', 'could', 'find', 'feel', 'know', 'call', 'need', 'someon', 'might', 'also', 'need', 'hold', 'hold', 'heaven', 'place', 'far', 'away', 'away', 'know', 'one', 'say', 'make', 'mistak', 'make', 'mistak', 'take', 'hand', 'hold', 'oh', 'oh', 'ohwoah', 'ohwoah', 'tell', 'everyth', 'need', 'say', 'caus', 'know', 'feel', 'someon', 'feel', 'someon', 'lose', 'way', 'midnight', 'til', 'morn', 'call', 'need', 'somebodi', 'midnight', 'til', 'morn', 'call', 'need', 'somebodi', 'need', 'hold', 'heaven', 'place', 'far', 'away', 'know', 'one', 'say', 'make', 'mistak', 'make', 'mistak', 'take', 'hand', 'hold', 'hold', 'tell', 'everyth', 'need', 'say', 'caus', 'know', 'feel', 'someon', 'ooh', 'feel', 'someon', 'lose', 'way', 'midnight', 'til', 'morn', 'call', 'need', 'somebodi', 'oh', 'midnight', 'til', 'morn', 'call', 'need', 'somebodi', 'you28emb']",[],False,"{'neg': 0.057, 'neu': 0.812, 'pos': 0.131, 'compound': 0.9325}",0.057,0.812,0.131,0.9325
152,240,40,Calling My Phone,"Lil Tjay, 6LACK",Top Songs of 2021: Canada,"['phone', 'steadi', 'callin', 'phone', 'done', 'told', 'leav', 'lone', 'know', 'hurtin', 'see', 'gone', 'dark', 'cloud', 'gon', 'see', 'storm', 'wont', 'go', 'back', 'trust', 'your', 'gon', 'hold', 'hold', 'mmm', 'mmm', 'get', 'mind', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'mmm', 'mmm', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'mmm', 'mmm', 'aint', 'tryna', 'play', 'game', 'dont', 'wan', 'na', 'textin', 'name', 'aint', 'tryna', 'feel', 'pain', 'girl', 'im', 'sorri', 'feel', 'aint', 'use', 'homi', 'aint', 'gang', 'nigga', 'could', 'claim', 'traumat', 'hope', 'dont', 'rain', 'done', 'put', 'thing', 'done', 'chang', 'aura', 'around', 'world', 'explor', 'dora', 'new', 'bitch', 'might', 'drip', 'dior', 'ass', 'fat', 'shawti', 'straight', 'heat', 'florida', 'bad', 'applaud', 'need', 'im', 'talkin', 'boo', 'pleas', 'leav', 'alon', 'im', 'caus', 'start', 'told', 'gon', 'lose', 'mmm', 'might', 'also', 'steadi', 'callin', 'phone', 'brrt', 'done', 'told', 'leav', 'lone', 'know', 'hurtin', 'see', 'gone', 'dark', 'cloud', 'gon', 'see', 'storm', 'wont', 'go', 'back', 'go', 'back', 'trust', 'your', 'gon', 'hold', 'hold', 'mmm', 'mmm', 'get', 'mind', 'ooh', 'wow', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'mind', 'cant', 'get', 'mind', 'mmm', 'mmm', 'alright', 'cant', 'get', 'mind', 'woah', 'cant', 'get', 'mind', 'woah', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'mmm', 'mmm', 'aint', 'tryna', 'play', 'game', 'love', 'im', 'one', 'kind', 'couldnt', 'fake', 'love', 'earthquak', 'make', 'somethin', 'shake', 'love', 'cant', 'even', 'relat', 'love', 'use', 'gang', 'oh', 'your', 'gang', 'use', 'fun', 'got', 'shame', 'use', 'catch', 'flight', 'im', 'playin', 'play', 'word', 'love', 'nigga', 'sing', 'aint', 'tryna', 'play', 'game', 'cant', 'wear', 'chain', 'thing', 'cant', 'take', 'waitin', 'king', 'could', 'wait', 'rememb', 'day', 'use', 'ador', 'funni', 'shit', 'flip', 'quarter', 'get', 'new', 'thing', 'ima', 'fendi', 'dior', 'get', 'mood', 'swing', 'ill', 'gone', 'tomorrow', 'mmm', 'mmm', 'steadi', 'callin', 'phone', 'brrt', 'done', 'told', 'leav', 'lone', 'know', 'hurtin', 'see', 'gone', 'dark', 'cloud', 'gon', 'see', 'storm', 'wont', 'go', 'back', 'wont', 'go', 'back', 'trust', 'your', 'gon', 'hold', 'hold', 'hold', 'mmm', 'mmm', 'get', 'mind', 'mind', 'cant', 'get', 'mind', 'mind', 'cant', 'get', 'mind', 'mind', 'cant', 'get', 'mind', 'mmm', 'mmm', 'mind', 'cant', 'get', 'mind', 'mind', 'cant', 'get', 'mind', 'mind', 'cant', 'get', 'mind', 'cant', 'get', 'mind', 'mmm', 'mmm', 'cant230emb']",[],False,"{'neg': 0.122, 'neu': 0.757, 'pos': 0.121, 'compound': 0.6492}",0.122,0.757,0.121,0.6492
