,Unnamed: 0.1,Unnamed: 0,songs,artist,title,lyrics,enumerated_list,lyrics_not_found,sentiment,neg,neu,pos,compound
104,170,70,The Bones,"Maren Morris, Hozier",Top Songs of 2020: Canada,"['bone', 'one', 'world', 'togeth', 'home', 'homestretch', 'hard', 'time', 'took', 'hard', 'left', 'alright', 'life', 'sure', 'tri', 'put', 'love', 'built', 'right', 'noth', 'ever', 'gon', 'na', 'move', 'bone', 'good', 'rest', 'dont', 'matter', 'paint', 'could', 'peel', 'glass', 'could', 'shatter', 'let', 'rain', 'caus', 'remain', 'aint', 'crack', 'foundat', 'babi', 'know', 'storm', 'face', 'blow', 'right', 'stay', 'put', 'hous', 'dont', 'fall', 'bone', 'good', 'mmmm', 'call', 'dumb', 'luck', 'darl', 'cant', 'even', 'mess', 'though', 'tri', 'wont', 'alway', 'go', 'way', 'plan', 'wolv', 'came', 'went', 'still', 'stand', 'bone', 'good', 'rest', 'dont', 'matter', 'paint', 'could', 'peel', 'glass', 'could', 'shatter', 'let', 'rain', 'caus', 'remain', 'aint', 'crack', 'foundat', 'babi', 'know', 'storm', 'face', 'blow', 'right', 'stay', 'put', 'hous', 'dont', 'fall', 'bone', 'good', 'bone', 'good', 'mmm', 'might', 'also', 'bone', 'good', 'rest', 'rest', 'dont', 'matter', 'paint', 'could', 'peel', 'glass', 'could', 'shatter', 'bone', 'good', 'rest', 'rest', 'dont', 'matter', 'paint', 'could', 'peel', 'glass', 'glass', 'could', 'shatter', 'bone', 'good', 'rest', 'dont', 'matter', 'paint', 'could', 'peel', 'glass', 'could', 'shatter', 'let', 'rain', 'caus', 'remain', 'aint', 'crack', 'foundat', 'babi', 'know', 'storm', 'face', 'blow', 'right', 'stay', 'put', 'hous', 'dont', 'fall', 'bone', 'good', 'ooh', 'na', 'na', 'na', 'noemb']",[],False,"{'neg': 0.057, 'neu': 0.746, 'pos': 0.197, 'compound': 0.9852}",0.057,0.746,0.197,0.9852
105,171,71,Higher Love,"Kygo, Whitney Houston",Top Songs of 2020: Canada,"['higher', 'love', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'think', 'must', 'higher', 'love', 'heart', 'hidden', 'star', 'without', 'life', 'wast', 'time', 'look', 'insid', 'heart', 'ill', 'look', 'insid', 'mine', 'thing', 'look', 'bad', 'everywher', 'whole', 'world', 'fair', 'walk', 'line', 'tri', 'see', 'fall', 'behind', 'could', 'oh', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'higher', 'love', 'where', 'higher', 'love', 'keep', 'think', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'might', 'also', 'world', 'turn', 'hang', 'face', 'fear', 'stand', 'alon', 'yearn', 'real', 'must', 'someon', 'who', 'feel', 'thing', 'look', 'bad', 'everywher', 'whole', 'world', 'fair', 'walk', 'line', 'tri', 'see', 'fall', 'behind', 'could', 'oh', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'oh', 'oh', 'bring', 'higher', 'love', 'love', 'where', 'higher', 'love', 'keep', 'think', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'love', 'bring', 'higher', 'love', 'oh', 'need', 'higher', 'love', 'bring', 'higher', 'love', 'bring', 'bring', 'higher', 'love', 'keep', 'think', 'oh', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'love', 'higher', 'love', 'keep', 'think', 'oh', 'bring', 'higher', 'love', 'bring', 'higher', 'love', 'love', 'bring', 'higher', 'love', 'oh', 'bring', 'higher', 'love9emb']",[],False,"{'neg': 0.033, 'neu': 0.396, 'pos': 0.57, 'compound': 0.9997}",0.033,0.396,0.57,0.9997
106,172,72,One Man Band,Old Dominion,Top Songs of 2020: Canada,"['one', 'man', 'band', 'flyin', 'solo', 'long', 'nobodi', 'singin', 'harmoni', 'shadow', 'bass', 'guitar', 'tambourin', 'found', 'melodi', 'singin', 'key', 'em', 'dancin', 'street', 'dont', 'wan', 'na', 'one', 'man', 'band', 'dont', 'wan', 'na', 'roll', 'stone', 'alon', 'puttin', 'mile', 'rundown', 'van', 'babi', 'take', 'show', 'road', 'ill', 'lay', 'beat', 'youll', 'carri', 'tune', 'well', 'get', 'tattoo', 'well', 'trash', 'hotel', 'room', 'babi', 'take', 'hand', 'dont', 'wan', 'na', 'one', 'man', 'band', 'wan', 'na', 'run', 'wild', 'dream', 'wan', 'na', 'chase', 'everi', 'high', 'count', 'everi', 'rip', 'old', 'jean', 'well', 'never', 'learn', 'sing', 'blue', 'might', 'also', 'im', 'gon', 'na', 'famou', 'girl', 'wan', 'na', 'famou', 'got', 'littl', 'groov', 'dont', 'wan', 'na', 'one', 'man', 'band', 'dont', 'wan', 'na', 'roll', 'stone', 'alon', 'puttin', 'mile', 'rundown', 'van', 'babi', 'take', 'show', 'road', 'ill', 'lay', 'beat', 'youll', 'carri', 'tune', 'well', 'get', 'tattoo', 'well', 'trash', 'hotel', 'room', 'babi', 'take', 'hand', 'caus', 'dont', 'wan', 'na', 'one', 'man', 'band', 'spotlight', 'goe', 'cold', 'curtain', 'come', 'chair', 'stack', 'there', 'one', 'around', 'nobodi', 'payin', 'well', 'still', 'playin', 'dont', 'wan', 'na', 'one', 'man', 'band', 'dont', 'wan', 'na', 'roll', 'stone', 'alon', 'puttin', 'mile', 'rundown', 'van', 'babi', 'take', 'show', 'road', 'ill', 'lay', 'beat', 'youll', 'carri', 'tune', 'well', 'get', 'tattoo', 'well', 'trash', 'hotel', 'room', 'babi', 'take', 'hand', 'caus', 'dont', 'wan', 'na', 'one', 'man', 'band', 'dont', 'wan', 'na', 'one', 'man', 'band5emb']",[],False,"{'neg': 0.038, 'neu': 0.836, 'pos': 0.127, 'compound': 0.9432}",0.038,0.836,0.127,0.9432
107,173,73,Lucid Dreams,Juice WRLD,Top Songs of 2020: Canada,"['dream', 'enviyon', 'mix', 'nono', 'still', 'see', 'shadow', 'room', 'cant', 'take', 'back', 'love', 'gave', 'point', 'love', 'hate', 'chang', 'must', 'replac', 'oh', 'easier', 'said', 'done', 'thought', 'one', 'listenin', 'heart', 'instead', 'head', 'found', 'anoth', 'one', 'better', 'one', 'wont', 'let', 'forget', 'still', 'see', 'shadow', 'room', 'cant', 'take', 'back', 'love', 'gave', 'point', 'love', 'hate', 'chang', 'must', 'replac', 'oh', 'easier', 'said', 'done', 'thought', 'one', 'listenin', 'heart', 'instead', 'head', 'found', 'anoth', 'one', 'better', 'one', 'wont', 'let', 'forget', 'left', 'fall', 'land', 'insid', 'grave', 'know', 'want', 'dead', 'take', 'prescript', 'make', 'feel', 'aokay', 'know', 'head', 'lucid', 'dream', 'cant', 'move', 'thing', 'think', 'bed', 'everyth', 'thought', 'wed', 'ring', 'im', 'better', 'dead', 'uh', 'uh', 'uh', 'ill', 'didnt', 'want', 'end', 'watch', 'blow', 'wind', 'shouldv', 'listen', 'friend', 'leav', 'shit', 'past', 'want', 'last', 'made', 'outta', 'plastic', 'fake', 'tangl', 'drastic', 'way', 'knew', 'evil', 'girl', 'prettiest', 'face', 'gave', 'heart', 'full', 'mistak', 'gave', 'heart', 'made', 'heartbreak', 'might', 'also', 'made', 'heart', 'break', 'made', 'heart', 'ach', 'still', 'see', 'shadow', 'room', 'made', 'heart', 'break', 'made', 'heart', 'ach', 'cant', 'take', 'back', 'love', 'gave', 'made', 'heart', 'break', 'made', 'outta', 'plastic', 'fake', 'made', 'heart', 'ach', 'still', 'see', 'shadow', 'room', 'made', 'heart', 'break', 'tangl', 'drastic', 'way', 'knew', 'evil', 'girl', 'prettiest', 'face', 'still', 'see', 'shadow', 'room', 'cant', 'take', 'back', 'love', 'gave', 'point', 'love', 'hate', 'chang', 'must', 'replac', 'oh', 'easier', 'said', 'done', 'thought', 'one', 'listenin', 'heart', 'instead', 'head', 'found', 'anoth', 'one', 'better', 'one', 'wont', 'let', 'forget', 'still', 'see', 'shadow', 'room', 'cant', 'take', 'back', 'love', 'gave', 'point', 'love', 'hate', 'chang', 'must', 'replac', 'oh', 'easier', 'said', 'done', 'thought', 'one', 'listenin', 'heart', 'instead', 'head', 'found', 'anoth', 'one', 'better', 'one', 'wont', 'let', 'forget', 'leav', 'shit', 'past', 'want', 'last', 'made', 'outta', 'plastic', 'fake', 'tangl', 'drastic', 'way', 'knew', 'evil', 'girl', 'prettiest', 'face', 'easier', 'said', 'done', 'thought', 'instead', 'head', 'found', 'anoth', 'better', 'one', 'wont', 'let', 'forget', 'me519emb']",[],False,"{'neg': 0.24, 'neu': 0.596, 'pos': 0.164, 'compound': -0.9914}",0.24,0.596,0.164,-0.9914
108,174,74,More Than My Hometown,Morgan Wallen,Top Songs of 2020: Canada,"['hometown', 'girl', 'mama', 'best', 'friend', 'whole', 'town', 'root', 'us', 'home', 'team', 'settl', 'plant', 'root', 'real', 'deep', 'let', 'em', 'grow', 'cant', 'stop', 'real', 'world', 'spinnin', 'us', 'bright', 'light', 'call', 'dont', 'blame', 'pickin', 'big', 'dream', 'bag', 'pack', 'readi', 'go', 'need', 'know', 'love', 'california', 'sunset', 'beer', 'aint', 'twentyon', 'yet', 'sunday', 'morn', 'lord', 'turnin', 'poor', 'lost', 'soul', 'round', 'hallelujah', 'bound', 'love', 'feel', 'bass', 'hit', 'hook', 'guy', 'get', 'girl', 'end', 'book', 'babi', 'might', 'last', 'time', 'get', 'lay', 'caus', 'cant', 'love', 'hometown', 'aint', 'runaway', 'kind', 'cant', 'chang', 'heart', 'stuck', 'street', 'train', 'track', 'citi', 'sky', 'aint', 'black', 'aint', 'map', 'dot', 'shame', 'man', 'think', 'might', 'also', 'love', 'california', 'sunset', 'beer', 'aint', 'twentyon', 'yet', 'sunday', 'morn', 'lord', 'turnin', 'poor', 'lost', 'soul', 'around', 'hallelujah', 'bound', 'love', 'feel', 'bass', 'hit', 'hook', 'guy', 'get', 'girl', 'end', 'book', 'babi', 'might', 'last', 'time', 'get', 'lay', 'caus', 'cant', 'love', 'hometown', 'got', 'wild', 'eye', 'wasnt', 'born', 'im', 'ga', 'station', 'cup', 'coffe', 'mornin', 'need', 'hous', 'hill', 'girl', 'em', 'hang', 'onto', 'word', 'til', 'avenu', 'help', 'forget', 'em', 'caus', 'love', 'california', 'sunset', 'love', 'twentydollar', 'sundress', 'hate', 'load', 'car', 'got', 'key', 'girl', 'hate', 'even', 'your', 'leavin', 'caus', 'love', 'feel', 'bass', 'hit', 'hook', 'guy', 'get', 'girl', 'end', 'book', 'aint', 'guess', 'ill', 'see', 'around', 'caus', 'cant', 'love', 'hometown', 'love', 'hometown', 'love', 'hometown', 'love', 'babi', 'love', 'more2emb']",[],False,"{'neg': 0.08, 'neu': 0.596, 'pos': 0.324, 'compound': 0.9972}",0.08,0.596,0.324,0.9972
109,177,77,Know Your Worth,"Khalid, Disclosure",Top Songs of 2020: Canada,"['know', 'worth', 'keep', 'leav', 'dead', 'dont', 'know', 'wait', 'youv', 'got', 'love', 'lock', 'instead', 'somethin', 'better', 'waitin', 'door', 'dont', 'know', 'worth', 'thing', 'know', 'deserv', 'say', 'real', 'doesnt', 'hurt', 'find', 'someon', 'know', 'put', 'first', 'find', 'someon', 'love', 'worst', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'put', 'first', 'find', 'someon', 'love', 'worst', 'dont', 'forget', 'word', 'said', 'pick', 'your', 'feelin', 'get', 'strung', 'thought', 'left', 'head', 'lose', 'hope', 'soon', 'found', 'might', 'also', 'dont', 'know', 'worth', 'thing', 'know', 'deserv', 'say', 'real', 'doesnt', 'hurt', 'find', 'someon', 'know', 'put', 'first', 'find', 'someon', 'love', 'worst', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'put', 'first', 'find', 'someon', 'love', 'worst', 'find', 'someon', 'love', 'worst', 'find', 'someon', 'love', 'worst', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'head', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'keep', 'head', 'keep', 'head', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'got', 'ta', 'keep', 'head', 'put', 'first', 'find', 'someon', 'love', 'worst', 'find', 'someon', 'love', 'worst', 'find', 'someon', 'love', 'worst5emb']",[],False,"{'neg': 0.145, 'neu': 0.634, 'pos': 0.221, 'compound': 0.9579}",0.145,0.634,0.221,0.9579
110,178,78,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2020: Canada,"['dont', 'care', 'im', 'parti', 'dont', 'wan', 'na', 'dont', 'ever', 'wear', 'suit', 'tie', 'wonderin', 'could', 'sneak', 'back', 'nobodi', 'even', 'lookin', 'eye', 'take', 'hand', 'finish', 'drink', 'say', 'shall', 'danc', 'hell', 'know', 'love', 'ya', 'ever', 'tell', 'ya', 'make', 'better', 'dont', 'think', 'fit', 'parti', 'everyon', 'got', 'much', 'say', 'alway', 'feel', 'im', 'nobodi', 'mmm', 'want', 'fit', 'anyway', 'caus', 'dont', 'care', 'im', 'babi', 'bad', 'thing', 'disappear', 'your', 'make', 'feel', 'mayb', 'somebodi', 'deal', 'bad', 'night', 'im', 'babi', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'caus', 'dont', 'care', 'long', 'hold', 'near', 'take', 'anywher', 'your', 'make', 'feel', 'im', 'love', 'somebodi', 'deal', 'bad', 'night', 'im', 'babi', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'might', 'also', 'parti', 'dont', 'wan', 'na', 'tryna', 'talk', 'cant', 'hear', 'read', 'lip', 'id', 'rather', 'kiss', 'em', 'right', 'back', 'peopl', 'around', 'im', 'crippl', 'anxieti', 'im', 'told', 'im', 'spose', 'know', 'kinda', 'crazi', 'caus', 'realli', 'dont', 'mind', 'make', 'better', 'dont', 'think', 'fit', 'parti', 'everyon', 'got', 'much', 'say', 'oh', 'walk', 'said', 'im', 'sorri', 'mmm', 'think', 'stay', 'caus', 'dont', 'care', 'im', 'babi', 'bad', 'thing', 'disappear', 'your', 'make', 'feel', 'mayb', 'somebodi', 'deal', 'bad', 'night', 'im', 'babi', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'oh', 'caus', 'dont', 'care', 'long', 'hold', 'near', 'take', 'anywher', 'your', 'make', 'feel', 'im', 'love', 'somebodi', 'deal', 'bad', 'night', 'im', 'babi', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'dont', 'nobodi', 'your', 'one', 'dont', 'nobodi', 'babi', 'dont', 'care', 'dont', 'nobodi', 'hate', 'everyon', 'dont', 'nobodi', 'babi', 'caus', 'dont', 'care', 'dont', 'care', 'im', 'babi', 'oh', 'bad', 'thing', 'disappear', 'disappear', 'your', 'make', 'feel', 'mayb', 'somebodi', 'mayb', 'im', 'somebodi', 'deal', 'bad', 'night', 'bad', 'night', 'im', 'babi', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'oh', 'caus', 'dont', 'care', 'long', 'hold', 'near', 'near', 'take', 'anywher', 'anywher', 'anywher', 'your', 'make', 'feel', 'im', 'love', 'somebodi', 'im', 'love', 'somebodi', 'deal', 'bad', 'night', 'im', 'babi', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh84emb']",[],False,"{'neg': 0.214, 'neu': 0.683, 'pos': 0.103, 'compound': -0.9873}",0.214,0.683,0.103,-0.9873
111,179,79,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",Top Songs of 2020: Canada,"['bad', 'boy', 'life', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'night', 'toda', 'la', 'noch', 'rompemo', 'night', 'al', 'otro', 'da', 'volvemo', 'oh', 't', 'sabe', 'como', 'lo', 'hacemo', 'babi', 'rhythm', 'night', 'babi', 'tonight', 'fuego', 'night', 'bout', 'spend', 'dinero', 'oh', 'parti', 'extremo', 'babi', 'rhythm', 'night', 'toda', 'la', 'noch', 'rompemo', 'night', 'al', 'otro', 'da', 'volvemo', 'oh', 't', 'sabe', 'como', 'lo', 'hacemo', 'babi', 'rhythm', 'night', 'babi', 'tonight', 'fuego', 'night', 'bout', 'spend', 'dinero', 'oh', 'parti', 'extremo', 'extremo', 'extremo', 'extremo', 'extremo', 'ritmo', 'son', 'ni', 'reebok', 'ni', 'son', 'nike', 'sin', 'estilista', 'luzco', 'fli', 'ye', 'la', 'rosala', 'dice', 'que', 'luzco', 'guay', 'la', 'rosala', 'te', 'lo', 'niego', 'porqu', 'yo', 's', 'lo', 'que', 'hay', 'wuh', 'lo', 'que', 'se', 'se', 'pregunta', 'na', 'soy', 'prspero', 'tengo', 'claro', 'que', 'e', 'mi', 'culpa', 'es', 'mi', 'culpa', 'culpa', 'ah', 'como', 'canelo', 'en', 'el', 'ring', 'nada', 'asusta', 'vivo', 'en', 'mi', 'base', 'la', 'paz', 'la', 'tumban', 'wuh', 'hakuna', 'matata', 'como', 'timn', 'pumba', 'voy', 'pa', 'leyenda', 'as', 'que', 'dale', 'zumba', 'lo', 'dejo', 'ciego', 'con', 'la', 'vibra', 'que', 'alumbra', 'hater', 'pa', 'la', 'tumba', 'nosotro', 'pa', 'la', 'rumba', 'ra', 'might', 'also', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'night', 'toda', 'la', 'noch', 'rompemo', 'night', 'al', 'otro', 'da', 'volvemo', 'oh', 't', 'sabe', 'como', 'lo', 'hacemo', 'babi', 'rhythm', 'night', 'babi', 'tonight', 'fuego', 'night', 'bout', 'spend', 'dinero', 'oh', 'parti', 'extremo', 'babi', 'rhythm', 'night', 'toda', 'la', 'noch', 'rompemo', 'night', 'al', 'otro', 'da', 'volvemo', 'oh', 't', 'sabe', 'como', 'lo', 'hacemo', 'babi', 'rhythm', 'night', 'babi', 'tonight', 'fuego', 'night', 'bout', 'spend', 'dinero', 'oh', 'parti', 'extremo', 'extremo', 'extremo', 'extremo', 'extremo', 'ritmo', 'rhythm', 'rebel', 'style', 'upon', 'style', 'upon', 'style', 'got', 'sever', 'born', 'wild', 'caus', 'live', 'daredevil', 'live', 'hit', 'em', 'that', 'scenario', '2pac', 'get', 'around', 'merri', 'go', 'rooftop', 'top', 'pedest', 'flu', 'shot', 'sick', 'need', 'medic', 'puta', 'learn', 'shit', 'mexico', 'hahaha', 'rhythm', 'rebel', 'new', 'improv', 'new', 'level', 'oh', 'that', 'buildin', 'lego', 'oh', 'feel', 'fire', 'dealin', 'fuego', 'cant', 'stop', 'addict', 'never', 'quit', 'wont', 'stop', 'dont', 'need', 'speak', 'therapist', 'stop', 'keepin', 'movin', 'narr', 'nonstop', 'woo', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'rhythm', 'night', 'toda', 'la', 'noch', 'rompemo', 'night', 'al', 'otro', 'da', 'volvemo', 'oh', 't', 'sabe', 'como', 'lo', 'hacemo', 'babi', 'rhythm', 'night', 'babi', 'tonight', 'fuego', 'night', 'bout', 'spend', 'dinero', 'oh', 'parti', 'extremo', 'babi', 'rhythm', 'night', 'toda', 'la', 'noch', 'rompemo', 'night', 'al', 'otro', 'da', 'volvemo', 'oh', 't', 'sabe', 'como', 'lo', 'hacemo', 'babi', 'rhythm', 'night', 'babi', 'tonight', 'fuego', 'night', 'bout', 'spend', 'dinero', 'oh', 'parti', 'extremo', 'extremo', 'extremo', 'extremo', 'extremo', 'ritmo', 'space18emb']",[],False,"{'neg': 0.062, 'neu': 0.9, 'pos': 0.039, 'compound': -0.8843}",0.062,0.9,0.039,-0.8843
112,180,80,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,Top Songs of 2020: Canada,"['new', 'music', 'friday', '102519', 'gomez', 'lose', 'love', 'selena', 'gomez', 'look', 'coldplay', 'orphan', 'tyga', 'yg', 'santana', 'mamacita', 'major', 'lazer', 'trigger', 'frank', 'ocean', 'dhl', '1975', 'frail', 'state', 'mind', 'kesha', 'rais', 'hell', 'feat', 'big', 'freedia', 'gryffin', 'need', 'love', 'noah', 'kahan', 'logic', 'ocd', 'ft', 'dwn2earth', 'rex', 'orang', 'counti', 'face', 'face', 'lizzo', 'good', 'hell', 'feat', 'ariana', 'grand', 'remix', 'xxxtentacion', 'hearteat', 'roddi', 'ricch', 'start', 'wit', 'feat', 'gunna', 'victoria', 'mont', 'ass', 'king', 'princess', 'think', 'love', 'mumford', 'son', 'blind', 'lead', 'blind', 'galanti', 'faith', 'dolli', 'parton', 'lunay', 'aventura', 'megan', 'thee', 'stallion', 'ride', 'die', 'queen', 'slim', 'soundtrack', 'iann', 'dior', 'string', 'graci', 'abram', 'mean', 'conan', 'gray', 'maniac', 'cigarett', 'sex', 'touch', 'doja', 'cat', 'rule', 'kodak', 'black', 'zombi', 'feat', 'nle', 'choppa', 'db', 'omerta', 'anitta', 'pantera', 'charli', 'angel', 'origin', 'motion', 'pictur', 'soundtrack', 'alexand', '23', 'internet', 'spencer', 'barnett', 'wast', 'time', 'luke', 'bryan', 'want', 'tonight', 'loui', 'tomlinson', 'made', 'gallant', 'sweet', 'insomnia', 'feat', '6lack', 'quin', 'nfn', 'pole', 'sonia', 'game', 'lost', 'king', 'feather', 'feat', 'finn', 'askew', 'r3hab', 'come', 'back', 'favian', 'lovo', 'lo', 'puti', 'lele', 'pon', 'lyanno', 'walk', 'earth', 'addict', 'dont', 'mad', 'old', 'dominion', 'paint', 'grass', 'green', 'mondo', 'cozmo', 'come', 'anna', 'north', 'love', 'jake', 'scott', 'favorit', 'tshirt', 'prettymuch', 'necesita', 'luke', 'jame', 'go', 'girl', 'skizzi', 'mar', 'leav', 'feat', 'marc', 'e', 'bassi', 'mura', 'masa', 'hope', 'gener', 'jack', 'larsen', 'bubba', 'tinash', 'die', 'littl', 'bit', 'luh', 'kel', 'movi', 'feat', 'pnb', 'rock', '9lokknin', 'trap', 'feat', 'rich', 'kid', 'queen', 'naija', 'good', 'morn', 'text', 'lpsley', 'love', 'rain', 'cxloe', 'devil', 'dont', 'leyla', 'blue', 'shame', 'guapdad', '4000', 'stuck', 'feat', 'tori', 'lanez', 'ot', 'genasi', 'big', 'shot', 'feat', 'mustard', 'davido', 'riski', 'jp', 'cooper', 'reason', 'jame', 'blunt', 'truth', 'ladi', 'antebellum', 'im', 'leav', 'gabriel', 'aplin', 'say', 'umi', 'runnin', 'k', 'michel', 'rain', 'dave', 'east', 'godfath', '4', 'jackson', 'wang', 'titan', 'feat', 'rich', 'brian', 'goth', 'babe', 'vacat', 'jax', 'anderson', 'scare', 'death', 'banoffe', 'tenni', 'fan', 'lil', 'zay', 'osama', 'percocet', 'crazi', 'wynn', 'fine', 'thing', 'eden', 'projector', 'deathbyromi', 'let', 'fall', 'highli', 'suspect', 'canal', 'stafford', 'brother', 'spray', 'champagn', 'smino', 'trina', 'voil', 'dj', 'vu', 'claud', 'forget', 'jelani', 'aryeh', 'earl', 'grey', 'tessa', 'violet', 'word', 'aint', 'enough', 'aaron', 'carpent', 'control', 'anthoni', 'ramo', 'relationship', 'danni', 'ocean', 'dime', 't', 'justin', 'rarri', 'bestfriend', 'daniela', 'andrad', 'tamal', 'franc', 'quinlan', 'rare', 'thing', 'duncan', 'laurenc', 'love', 'dont', 'hate', 'la', 'doa', 'le', 'lo', 'lai', 'pvri', 'old', 'wound', 'bad', 'wolv', 'better', 'way', 'donna', 'missal', 'burn', 'dounia', 'spooki', 'szn', 'tank', 'somebodi', 'els', 'feat', 'jojo', 'jonah', 'mutono', 'shoulder', 'eddi', 'zuko', 'mijo', 'ashnikko', 'halloweeni', 'ii', 'pumpkin', 'spiceemb']",[],False,"{'neg': 0.125, 'neu': 0.708, 'pos': 0.167, 'compound': 0.9492}",0.125,0.708,0.167,0.9492
113,181,81,No Guidance (feat. Drake),Chris Brown,Top Songs of 2020: Canada,"['liam', 'payn', 'exclus', 'playlist', 'feat', 'boogi', 'wit', 'da', 'hoodi', 'liam', 'payn', 'circl', 'post', 'malon', 'guidanc', 'feat', 'drake', 'chri', 'brown', 'tap', 'feat', 'meek', 'mill', 'nav', 'money', 'grave', 'feat', 'rick', 'ross', 'drake', 'motiv', 'normani', 'right', 'back', 'feat', 'boogi', 'wit', 'da', 'hoodi', 'khalid', 'honest', 'feat', 'burna', 'boy', 'jorja', 'smith', 'ladbrok', 'grove', 'aj', 'tracey', 'want', 'feat', 'sadi', 'ama', 'tom', 'zanetti', 'piec', 'heart', 'feat', 'goodboy', 'meduza', 'strip', 'feat', 'quavo', 'liam', 'payn', 'familiar', 'liam', 'payn', 'j', 'balvin', 'polaroid', 'jona', 'blue', 'liam', 'payn', 'lennon', 'stella', 'fifti', 'shade', 'freed', 'liam', 'payn', 'rita', 'oraemb']",[],False,"{'neg': 0.029, 'neu': 0.89, 'pos': 0.081, 'compound': 0.5719}",0.029,0.89,0.081,0.5719
